comments,ratings
hôm qua e có ghé cửa hàng ở khánh hội mua bánh kem sinh nhật nhưng không có đèn cầy. còn nhân viên tên triệu đức tỏ vẻ khó chịu  bực bội với khách  quát nạt nhân viên khác. có 1 số khách hàng đứng đợi trông thấy cũng bực và kêu e trả lại bánh. lần đầu e tới cũng như lần cuối.,1
"- lẩu thì lỏng lẻo  toàn rau và trứng cút.
- tobb được i thì ngấy toàn dầu không ăn không nổi phải mang về.
- nhân viên thì lơ ngơ hỏi gì cũng không biết.
- tính tiền thì lâu do mình sử dụng mã jamja nhân viên không thể xác nhận được do wifi yếu phải đợi hơn 20 phút.
- gửi xe tốn 30.
đây là lần đầu tiên mình tới quán cũng như lần cuối cùng. thất vọng tràn trề. một bữa ăn nhu tra tấn. phải râng nuốt lắm mới nuốt được.",1
"tim  lòng có mùi hôi và chua  trứng cút bị hôi và bở  nhân viên dửng dưng không cần khách:

nhiều lần ăn ở đây  bị cuốn hút bởi hương vị của quán  nhưng hôm nay là lần cuối cùng tôi tới đây ăn.

kêu 1 tô hủ tiếu khô  ăn 1 hồi  trúng 2 miếng tim bị hôi  tôi lấy ra trả lại thì nhân viên có đem 1 phần khác ra  nhưng không xin lỗi khách  mặt nhơn nhơn  tôi cũng bỏ qua.

nhưng khi ăn đến cái trứng cút thì thật tởm lợm  như cái trứng ung  chuyện này tôi chưa từng gặp  thế là tôi kêu lớn tính tiền  và nói trứng bị hư  lần này nhân viên im lặng và lấy tiền thôi.

có vẻ quán này đông khách nên không cần khách nữa  tôi để 1 sao lại rồi đi chỗ khác ăn  tôi cũng không cần cái quán không tôn trọng khách hàng.",4
mình đến đây lần đầu tiên cũng như lần cuối cùng. anh nhân viên phục vụ không vui vẻ  không tiếp đón khách tận tình. minh đang coi món  đặt  mà anh ấy cứ nhăn nhăn tỏ vẻ không vui. tất cả phần ăn đều rất nhỏ không đáng với giá mình phải trả.,1
lần đầu tiên đến quán cũng là lần cuối cùng   do ăn tạm ổn nhưng thái độ của nhân viên phục vụ quá tệ  sẽ không trở lại nữa .,1
"tối qua mình đến đây khoảng 9h30. mình vừa vào định hỏi combo chưa nói hết câu. nhân viên đã nhảy vào ""em nghỉ bán rồi  hết gà  hết khoai tây"" vừa trả lời hằn hộc  vừa trợn mắt lên nhìn mình. cho hỏi đây là thái độ gì  lần đầu tiên mình mới gặp. bạn không những không lịch sự mà còn rất vô duyên nữa. đây là lần đầu tiên và lần cuối cùng mình bước vào cửa hàng này bởi vì cách phục vụ không thể nào chấp nhận được như vậy.",1
mình gọi tối hôm qua lúc 19h bảo sẽ qua mua 1 bánh mì phô mai h được kaido  mình hẹn qua trước 21h và anh chủ được  20h30 mình qua tới nơi thì gặp hai cô chú là người nch với mình  cô chú nói bánh mì h được kaido vừa hết rồi. mình gọi lại hỏi thì anh này ấp úng nói không biết và hỏi mình đổi bánh khác ? cho dù có sợ bị bom hàng và mình không qua lấy thì cũng phải gọi confirm với mình một tiếng. mình đã gọi đặt bánh trước 2 tiếng mà anh không hề báo với cô chú giữ lại bánh cho mình  đây là lần đầu tiên và cũng là lần cuối cùng mình chọn the mup's cake vì thái độ phục vụ quá tệ.,1
"nhân viên chưa được nhanh nhẹn và chưa có sự nhất quán đồng bộ  đặt  của khách. đã  đặt  4 phần thố giống nhau và 4 phần quẩy. đem ra chỉ 2 dĩa (bánh+thịt) xong lát đem ra 2 thố. nhắc lại là 4 phần lận mới đem ra 2 thố tiếp nhưng dĩa bánh thịt lại ra sau  trong khi món này cần bỏ bánh thịt vào liền khi nước còn sôi sùng sục. quán nên lưu ý điểm này. ngoài ra   đặt  quẩy nhắc 3 lần cuối cùng không ai mang ra. hình như trà đá miễn phí hay sao mà thấy tính tổng 4 thố  3 khăn  1 trà đá là 3860 í. 

✅ ưu: đúng là ăn thố  giữ được độ nóng lâu thiệt  chụp 7749 tấm quay qua ăn vẫn còn nóng ))) nước lèo vị cũng ổn  lõi rùa ngon  mềm. à giá rau xin thêm thoải mái nha.",8
"- lâu lâu mình cũng hay trở lại đây ăn một lần.
- vị trí tốt  dễ tìm  trong hẻm nhưng giữ xe rất được.
- giá cả: giá vẫn như cũ 40 1 tô rất chất lượng . ăn khỏe mà 1 tô cũng no rồi.
- chất lượng: chất lượng ngon  nước lèo đậm đà. có tỏi băm ăn đã lắm nha ))  cay cay thơm thơm. tương ớt bình thường không cay  hắc xì dầu làm hủ tiếu ăn đậm đà lắm :3. trà đá ổn  thơm. điểm trừ duy nhất là hơi dầu mỡ dễ ngấy.
- phục vụ: phục vụ thì mỗi lần tới là đổi phục vụ ). nhưng lần cuối cùng thì hài lòng  phục vụ khá niềm nở và nhanh.
- không gian: không gian ổn  ngồi có quạt mát mẻ. điểm trừ có 1 số bàn kê sát mấy cây cột thì ai ngồi sẽ thấy khó chịu + sàn hơi nhô lên nên bàn dốc xuống nha :d.",8
vừa đặt qua hotline loteria . hẹn 50 phút  đợi 1 tiếng 15 phút. giao hàng trễ  người vận chuyển còn nói xạo . quá tệ. đồ ăn nguội ngắt   dù đã dặn cố gắng đừng để nguội. nói tóm lại là tệ. lần cuối cùng đặt ở đây. dịch vụ ngày càng kém   cả thức ăn cũng vậy . trải nghiệm đáng quên .,1
nước uống thì không bàn  thái độ phục vụ  giữ xe kém  lần cuối cùng ghé phúc long,1
tình cờ chạy qua hai con bò trước giờ thấy nhiều hôm nay mới có dịp ghé nhưng mình nghĩ chắc đây là lần đầu cũng sẽ lần cuối cùng. chưa bao giờ mình đi ăn chỗ nào tệ như vậy mình gọi hai phần bò lúc lắc và một phần lẩu ớt tomyum hải sản. món đầu nhân viên phục vục mang ra bò lúc lắc nuôi thì bị chua đổi lại phần khác cho mình tiếp sau đó mình ăn lẩu nói chung là cũng ổn nhưng mình không thích ở chỗ thái độ nhân viên cứ soi khách mặc đồ như thế nào liếc mắt nhau cho người kia hiểu rồi cười. nói thật chưa bao giờ thấy nhân viên bất lịch sự như vậy hết chắc sẽ không đi sẽ ghé vào đây nữa đâu,1
2 lần quán làm sai mặc dù ủng hộ nhiều lần nhưng không thể chấp nhận được vì đã note vào ghi chú nhưng quán vẫn không đọc hay như nào đó   vừa rồi vì đã ít đác hơn bình thường shop đã gọi xin lỗi và cho mình mã khuyến mãi để bù phần đác mặc dù vậy nhưng chả có hơn tí nào . hứa hẹn lần cuối cùng mua của quán,1
 đặt  trên 3 món từ quán này lần đầu tiên và cũng là lần cuối cùng  cảm thấy chưa bao giờ ăn món hàn ở đâu dở tệ đến như thế!,1
"mê món gỏi cuốn  nên thấy trên có quán này là rủ đồng nghiệp ăn chung  hôm nay kêu lần đầu tiên và cũng là lần cuối cùng. 
thấy mọi người bình luận là 40/cuốn  rồi post hình cả chục cuốn thấy cuốn nào cũng 2 miếng thịt to & con tôm (chắc nửa con). rồi hôm nay kêu thử  chị nào bắt máy hỏi ""chị lấy cuốn 40 hay 50?"" mình hỏi 40 khác 50 thế nào  chỉ bảo ""50 nhiều tôm thịt hơn"". mình kêu cả gỏi cuốn & bì cuốn đều lấy loại 50/cuốn. 
lúc giao hàng thì công nhận nhanh  đúng giờ. nhưng lúc lấy ra ăn thì mọi người đều chưng hửng. 50 sao mà chỉ có 2 miếng thịt nhỏ  mỏng lét + nửa con tôm  thế không lẽ 40 là 1 miếng thịt và không có tôm à? lúc đó mọi người ai cũng dòm mình  thật tình lúc đó mình cảm thấy rất bực. rồi tới bì cuốn 50 gì mà toàn bún với rau  bì thì có nhúm chút xíu...tới lúc này là mình hết muốn ăn luôn. 
nào giờ ăn bì cuốn có thấy người ta bỏ bún vào bao giờ  fake à? ở đây không phải mình đang so kè giá cả  nếu thật sự quán ghi thẳng 50 hay 60 mà chụp cái hình đúng với quảng cáo thì tôi đây vẫn mua như thường  vì tôi biết vật giá hiện nay thế nào. đằng này quán khiến người tiêu dùng cảm thấy bị lừa  không tiếc gì mấy chục ngàn để đổi lại bài học đừng bao giờ mua hàng qua mạng.",1
trời mưa. 7h. bảo hết hẹ. rồi   được   không sao. mình mua 5 cuốn gỏi  toàn bún  có miếng thịt mỏng  không có tôm  cuốn ốm. 2 bạn 1nam 1 nữ cuốn. ngán kinh khủng. hên  định mua 10 cuốn. nếu hết nguyên liệu  vui lòng thông báo  mai khách sẽ trở lại  đừng treo đầu dê bán thịt chó như thế  kiếm thêm vài đồng  mất khách. gần nhà  lần đầu qua mua cũng là lần cuối cùng. dạo này toàn lấy tiền rồi quảng cáo bất lịch sự không. thật thất vọng.,1
tệ hết sức tệ   thức ăn ra chậm ra sai   không đúng trong hình . nhân viên phục vụ tốt nhưng cách làm việc của nhà hàng không thể chấp nhận được . mình khuyên là ai ăn ở nhà hàng này đừng đi ăn vừa tốn tiền vừa ăn cục tức . mình bị 2 lần rồi . đây là lần cuối cùng mình đến đây ăn . thà đi ăn sumo bbq hay kichi kichi hoặc sabuya còn phê hơn .,1
"vào lúc 13h30 mình có đặt một phần gà quay tiêu ở cửa hàng qua hệ thống  now  thời gian giao hàng confirm lại là 14h15. nhưng chờ mãi đến 14h30 thì nhân viên giao hàng tên phạm **** châu mới giao hàng đến. mình hỏi sao giao trễ thì bạn nhân viên đó la lên hết nên phải chờ làm rồi nẹt pô xe phóng đi mất hút. 

đây là lần cuối cùng mình đặt món của kfc.",1
"mình có chút góp ý nhé. hôm nay mình đi ăn ở cửa hàng d2 có những việc mình cảm thấy rất tệ mặc dù trước giờ mình vẫn ăn gà texas nhưng lần đầu tiên ăn ở d2 và cũng là lần cuối cùng mình trở lại.
thứ 1: nhân viên  đặt  sau khi khách trước mình đã  đặt  xong tới lượt mình bạn ấy lui cui đếm tiền hay làm gì đó mình không rõ mình đợi tầm 2fut  bạn đó vẫn không hỏi gì. xong bạn ngước lên hỏi mình :” ủa  đặt  gì chị “  mình gọi combo nên có  đặt  thêm món khác  bạn ấy cứ trả lời :” rồi”. sau đó thanh toán  bạn đưa mình 1 tờ 50 bị rách dán thấy rõ rời ra 2 miếng  mình yêu cầu đổi lại thì bạn nhăn mặt nhìn tờ tiền kiểu như :” muốn tống tờ đó đi mà không đc”  khi đổi lại tiền cho mình thì bạn đưa 1 tay thái độ khó chịu.
thứ 2: mình vô ăn còn 1 chút nữa mới hết nhưng đnag ngồi nói chuyện thì chị dọn dẹp nói ăn xong rồi thì chị ấy dọn lỡ rồi nên mình để chị ấy dọn. 1 lát sau khoảng 21g5fut  chị đó tới nói mình xuống dưới lầu ngồi cho chỉ dọn dẹp. mình nhìn đồng hồ thấy còn sớm nên không đồng ý vì nếu lúc đó gần 22g thì  được  nhưng vẫn chưa quá giờ. sau khi mình tỏ vẻ khó chịu và không muốn đi thì chỉ quét dưới nền nhà quét lên ghế sofa sát bên mình ngồi kiểu dằn mặt trong khi mình vừa mới ăn xong vẫn còn ngồi uống nước. mình ra về xuống dưới quầy để gặp quản lý thì ở quầy không có 1 ai cả.
thứ 3: khi mình ra lấy xe đi về chú bảo vệ nói mình :” bồi dưỡng cho bố già đi”  mình nghe đã hiểu nhưng vẫn hỏi lại chú hỏi 2 3 lần thì chú xua tay nói không có gì và không thèm dắt xe ra giùm mình.
thật sự là rất bức xúc với cách phục vụ ở đây dù món ăn ngon mình rất thích nhưng không mình trở lại 1 lần nào nữa.",1
quán nước uống không ngon nhưng do gần trường mình và đám bạn thường lui tới. không gian yên tĩnh  giá cả hợp lý. nhưng tụi mình nhận được những cái dè chừng  khó chịu của nhân viên lẫn chủ quán. có thể tụi mình đi ở đây thường xuyên để gặp mặt nhiều lần nên có thể mấy cô  mấy bác ở đây khó chịu với tụi mình. chắc chắn đây là lần cuối cùng mình uống ở đây.,1
"🙎🏻‍♀️ #bánhtrángchiên - hưng phú . mình ăn chổ này từ lúc còn bé xíu vì nhà gần đó   đến nay cũng gần 8 năm trôi qua   phải công nhận là thời gian trôi qua nhanh quá.... lúc xưa quán còn lụp xụp   không có bàn ghế gì cả và chủ yếu là những người trong xóm mua mang về . 
sau khi dọn đi   mình cũng vài lần trở lại ăn   một phần vì hương vị khác lạ   lại không nơi nào có   nên đâm ra có thể nói đây vừa là hương vị độc quyền và được nằm trong top 1 "" những món chưa hề có ai bán "" trên thị trường vn 😂 
🍀 thật tế thì đây chỉ là bánh tráng giống bà gánh được kiểu cách bằng việc chiên cùng trứng   sau đó là rau râm và gia vị . quán nằm trong hẻm nhỏ có thể sẽ hơi khó tìm vớii mấy bạn ở xa . khi mua thì bạn phải có chút kiên nhẫn vì thật sự bà bán khá lâu ( bán ưu tiên mấy bạn mua về )   phải đợi hơi lâu mới có đồ ăn mỗi phần sẽ có các mệnh giá từ 150 - 20 - 30 - 40 - 50 tuỳ theo số người ăn 
‼️ nhưng   đây sẽ lần cuối cùng mình ghé vì cách phục vụ rất chợ búa   từ chợ búa này mình dùng là hơi nhẹ luôn . ngon thì ngon thiệt nhưng bỏ tiền ra mà như ăn xin vậy thì không có lần sau 💤 
 lúc chưa được nhiều người biết đến   mình hay dắt bạn đến ăn . còn giờ thì xin vĩnh biệt luôn . quán bé mà đã hách dịch không tôn trọng khách thì trước sau gì cũng không trụ vững được. bán buôn xem thường khách . nói thiệt chứ ngon cỡ nào mà vậy cũng không điên khùng gì cắm đầu vào ăn. ăn trả tiền chứ bộ xin ăn hay gì mà mặt cáu bẩn không nuốt trôi 🙂
✅ đây là những câu rất kinh điển mà bạn sẽ gặp phải vào một ngày đẹp trời khi ghé quán 
- ăn gì kêu 
- đi 2 người sao ăn có 1 dĩa vậy 
- ăn nhiêu   2 người sao ăn có 150 vậy ? không bán 
- hết bàn rồi * xua tay   xua tay *
- hết chổ để xe rồi   mua về đi 
- ăn xong rồi về trả bàn người ta bán 
và rất rất nhiều câu kinh điển khác   các tình yêu trong list friends tui ai đã từng bị chửi giơ tay cái nhẹ nào 
🏮 địa chỉ : 144/24 hưng phú p.8 q.8",2
"bánh trôi nước có 3 cục nhỏ xíu
phí tiền  ăn được cái mã hộp đẹp  chất lượng không ngon",6
mình đến vào buổi trưa tầm 12h mấy nên mới có chỗ này và 1 chỗ nữa mở bán à. vô thì thấy quán cũng sạch sẽ  mát mẻ  không rộng cũng không nhỏ. chị mình kêu 1 mì phá lấu  trông khá là hấp dẫn  giá cả phù hợp 30/ phần. còn mình gọi 1 chén phá lấu không  mình thấy giá cả không hợp lý lắm đến 250/ chén  hương vị bình thường mà hơi nhạt  nước chấm không mặn chỉ có vị chua ngọt thôi.,6
"nếu ai  thích  coffee thì highlands coffee là lựa chọn chính xác. vị đậm và rất ngon. mình chỉ  thích  cf sữa ở đây  các món đá xay và trà theo mình bình thường  không có gì đặc sắc.
nhân viên khác dễ thương nhưng cảm giác tùy hôm. nhất là nhân viên casher  thái độ không mấy khi thân thiện. mình đánh giá thái độ nhân viên 4/5 sao thôi
không gian rộng và sach sẽ  bạn có thể lựa chọn máy lạnh và không gian ngoài trời
điểm duy nhất mình không  thích  ở đây là wifi ở đây rất tệ. không thể làm việc đc. dù đã góp ý nhiều lần mà lần nào cũng nhận được câu trả lời là đag bảo trì  bảo dưỡng  lỗi.... đến vô đt trả lời tn còn khó khăn. nên chỉ  thích  hợp cho các bạn đến nước chơi thôi không làm việc đc",7
"bữa đang thèm mấy món kiểu này nên tiện đường tạt luôn vào đây ăn  bình thường ăn mì vịt tiềm thì mình phải ra chỗ ng trãi cơ  vì ăn quen ở đó từ nhỏ rồi. nhưng bên đó giờ giá cao quá  lâu lâu mới ghé thôi.
hôm mình đi tầm 7h  quán cũng đông  gửi xe ngay trước quán  có ng dắt dùm luôn  không gian quán thì nhỏ  bí nữa. hôm mình ăn leo tuốt lên lầu trên cũng tại hết chỗ 😂😂😂 
 đặt  thì tầm 15' là có  mì cọng dai  thơm hơi có mùi thuốc bắc. nước dùng cũng tạm ổn. vịt thì làm kiểu giòn  khá ngon. 

nói chung mình ăn cũng thấy bình thường bình thường xuất sắc  1 phần cũng tầm 70 80 mình không nhớ rõ lắm. nhân viên cũng bình thường  nhanh nhẹn",7
quán này nổi tiếng lắm mình tới ăn lần đầu ấn tượng là quán khá đông nhân viên lại không mấy thân thiện. chắc là do quán đông. sủi cảo ngon nhân tôm thịt rất chất lượng. hủ tiếu thì bình thường tô hủ tiếu nhỏ giá 340 nước súp bình thường không có gì đặc biệt. mình đi 2 người giá tầm 90.,7
"lần trở lại quán ăn do bạn rủ mình mới nhớ là mình đã từng ăn ở đây rồi  nhưng không ấn tượng gì cả. quán nhỏ xíu ah  tụi mình lên lâu ngồi phòng máy lạnh ăn cho mát.
lần này đi ăn thấy nhân viên phục vụ khá ngon
mình gọi sủi cảo  tô cũng nhỏ ghê huhuhu. bạn mình tới trước  trong thời gian chờ mình  nó ăn trước một tô  mình tới nó kêu thêm một tô nữa mặc dù nó thuộc dạng không thích tăng cân vì ăn nhiều hahaha )
thật sự mình ăn thấy cũng bình thường thôi  mình không thích lắm. được cái nhân tôm trong sủi cao tươi.
bạn trả tiền nên không có nhớ giá. thấy khách ăn khá đông á.",7
"vị trí : vị trí ổn  khá dễ tìm. giữ xe chật nhưng có người dắt dùm. 
giá cả : giá nói chung chấp nhận được. mình mua mang về thì cỡ 40 cho 1 phần mì với thịt thôi.
chất lượng : gần như quán mì tàu nào cũng có cái nước chấm sệt sệt riêng  mình thấy chấm cũng ngon  bình thường mặn. nước thì khá thơm và có mùi đặc biệt. hủ tíu và thịt thì bình thường không gì để nói 
phục vụ ổn  làm lúc nhanh lúc chậm.
không gian : không gian hơi kém  tuy sáng sủa nhưng phải leo cầu thang để ăn  mặt bằng bé.",7
"quán khá đông  nhưng làm cũng nhanh. 
đậu bình thường  chưa xuất sắc. 
các topping khác ăn được. nhìn chung ăn tạm được. 
quán có lẩu cua đồng cũng ăn được nhé mọi người.",7
"- địa điểm: dễ tìm  nằm bên cạnh papa chicken  đối diện cf thức khu phan xích long
không gian quán khá nhỏ
- thức ăn: đậu chiên nóng giòn ngon  các thứ còn lại bình thường. cá nhân mình thấy mắm tôm hơi ngọt
- giá cả:  được 
- phục vụ: thân thiện
p/s: món chả giò ốc mình được giới thiệu là ngon nhưng khi ăn thì mình thấy toàn độn lá lốt không à :d
--> nhìn chung đây cũng là 1 quán nên ăn thử  món ăn  được   giá cả hợp lý. mình ăn hai người hết 130 no lồi bụng :v",7
"thèm bún đậu nên hẹn bạn ra chỗ này ăn vì gần nhà
không gian nhỏ gọn thoáng có lầu gửi xe miễn phí nha
 đặt  tá lả 1ng giá 50 và lẩu cua đồng
đậu béo ngon thịt hơi mỡ nhiều rau hơi ít loại chả cốm ăn bình thường phần đủ 1 ng nha đi 2 ng thì là 10 nhé
lẩu 150 thấy hơi đắt ít đồ nước lẩu lại nhạt nữa hơi thất vọng về món này vì thấy quán có dán món này là đặc biệt thịt bò cắt hơi dày rau tươi ngon phần này đủ 2 ng ăn ha
nhân viên nhanh nhẹn vui vẻ nhiệt tình món lên nhanh",7
mình đặt deli 1 phần cơm cuộn truyền thống. và nhìn chung thì thấy nó khá là bình thường. ăn cũng bình thường à. nhân có xúc xích cà rốt rau. giá 30 thì cũng tương đương với những quán hàn khác. quán có cho kèm hộp tương châme với hộp kim chi luôn nhé. nói chung là ăn cũng tạm. còn trở lại ăn nữa thì hên xui,7
mình đi ngang qua quán hoài  thấy cũng đông  nên ăn thử. điều mình bất ngờ nhất là sao quán này lại nóng như v đó  dẫu biết sg mùa này không mát mẻ gì  nhưng mà khi biết vô quán nó như một thế giới khác  rất nóng . nói về đồ ăn  mình thấy thấy cũng bình thường  hủ tiếu trộn vừa miệng  nước lèo nấu ngọt nước   có 2 con tôm chất lượng và giá cả 1 phần như v là 50   à hủ tiếu hơi ít  sẽ đói nếu bạn nào có sức ăn lớn,6
lên kế hoạch ghé nhà hàng mấy lần rồi nhưng hôm nay mới triển khai được. mình gọi 1/2 con vịt quay bắc kinh giá 350 làm được 2 món  khá rẻ  ăn bình thường. gân bò hầm mình thấy ngon nhất 160 khá ngon. hủ tiếu xào hải sản thì bình thường 280. mình không thích nhất là vụ giữ xe trước nhà hàng luôn mà vẫn phải trả 10☹️. nhân viên thì cũng lanh lẹ  nhiệt tình nhưng mặt lạnh lùng như băng  không thấy cười được 1 cái.,6
"đến được phục vụ rất nhanh nhẹn  gọn gàng. 
tất tần tật các món được gọi  pad thái và cà ri xanh là 2 thứ em cảm thấy  được  nhất  những cái còn lại không phải không ngon nhé  nhưng mà so với đẳng cấp như này thì em expcect nhiều hơn
cà ri thấy bảo cay nhưng lại không cay lắm  nhưng mà thơm  béo  và độ mặn tuy hơi quá với em  nhưng nếu so với khẩu vị ăn bình thường thì em đánh giá là ổn ạ  cay hơn miếng nữa khá ngon.
ah còn có xôi được để trong 1 cái hũ rât là xinh  ăn với cà ri vô cùng hợp luôn... nói chung là... đến thịt cũng không có ngon bằng món em gọi đâu  nên là so với mặt bằng quán thái nói chung  em thấy chỉ ở mức ổn ",7
lotteria đang có chương trình khuyến mãi 1 tặng 1 nhưng cũng gần hết rồi nên tranh thủ ăn gà mấy ngày liên tục. 😁 mình hay đi khoảng 6-7h chiều  lần nào đi cũng thấy bạn  đặt  này hết  nhưng không để ý tên  nhanh nhẹn có nhưng bình thường  không thân thiên mấy. quán rộng  2 lầu và có tầng lửng nữa nhưng tầng lửng khá nóng và không gian không thích lắm. lần nào đi cũng kêu gà góc tư sốt cay  gà này là gà nướng cũng khá ngon  sốt nhiều  cay kêu thêm cơm là no đủ 😁.,7
quán quá ngon đáng tiền,10
quá ngon vừa túi tiền tuyệt vời,10
cá viên ăn đã lắm  mấy món mới nào cũng ngon  thích nhất xíu mại con tôm to tươi rói  bánh cuốn tôm tươi không chê vì quá ngon  cá nhân mình thích ở đây nhất vì 1 cuốn to đùng có hẳn 3 con tôm thật to và 3 cục sò điệp  mùi vị ngon kiểu người hoa nấu.,10
quá ngon và chất lượng,10
"nằm nhà tránh dịch  cuồng chân quá  mò vào xem gần xung quanh có gì ăn không thì mò ra chỗ này. 

quán nằm cuối hẻm đường*** hẻm rộng  khá dễ tìm  đối diện nhà thi đấu phú thọ. 

về chất lượng thì đơn giản là quá ngon so với giá tiền. mình gọi tô đặc biệt. tất cả đều tuyệt vời  bắp bò mềm tan  gân giòn sừng sực  giò heo làm kĩ  đặc biệt là nước dùng. có thể nói đây là quán bún bò có nước dùng ngon nhất mà mình từng ăn. vừa ngọt  vừa thanh  bình thường mặn. 

không thể bỏ qua.",10
lần nào ghé quán cũng phải gọi mì ý gà giòn sốt kem & mì ý hải sản sốt kem vì quá ngon. mỗi lần thèm thì mình cứ ghé qua chi nhánh này vì gần nhà hơn mà phục vụ lại tốt hơn bên chi nhánh quận 3 nữa. quán được trang trí cũng rất xinh. tuyệt vời về cả chất lượng đồ ăn lẫn không gian😚. mình thấy quán cũng có bán trà sữa các loại nhìn rất bắt mắt nữa mà chưa thử qua. có điều quán làm hơi lâu xíu  mình ngồi gần 30' mới có món. hi vọng sau này quán mở rộng thêm nhân viên với cả tầng lầu. nhân viên ở đây thì thôi không bàn  rất tận tâm luôn <3,9
"[jolliebee quận 5]
địa chỉ: 354-356 trần hưng đạo quận 5
mỳ ý ở jolliebee quá ngon quá nổi tiếng chắc ai cũng biết tới rồi nè
phần như hình là 1 combo mì ý + nước ngọt + phần khoai tây (tại khoai ra sau nên không góp mặt trong hình) giá của combo này là 55.od
và tiếp đó mình gọi riêng thêm 1 phần mì ý nhỏ 35.od
đặc trưng món ở đây chủ yếu dành cho các bé nhỏ nên không có vị cay - mình là một người mê ăn cay nên cảm thấy hơi tiếc nuối 1 chút. tương cũng chỉ có 2 lọai là tương cà và tương xí muội thôi à không có tương ớt luôn 😭 
ngoài điểm trừ đó ra thì mọi thứ khá trọn vẹn - nhân viên ở đây khá ít nhưng vẫn đảm bảo thời gian và chất lượng phục vụ. khá hài lòng về điểm này.
lâu lâu ghiền ăn mì ý lại kiếm jolliebee
đánh giá: ⭐️⭐️⭐️⭐️ (4/5sao)",9
chất lượng quá ngon  giao hàng nhanh và có kèm theo bịch đá nên khi nào muốn uống thì bỏ đá vô  rất thích. có đều trà xanh đá xay để vô cái ly nhìn xấu và không bắt mắt như mua tại chổ( có thể do cửa hàng sợ đổ).,8
quán này chỉ những người quen mới biết tới vì nằm trong hẻm hóc. nhưng chất lượng rất ngon và giá rẻ  tuy quán bình dân nhưng đồ ăn và rau sạch và chất lượng. mình hay ăn bánh xèo đặc biệt và bò lá lốt. bánh xèo nhiều nhân  giòn tan mà rất thơm. bò thì không nói  quá ngon. uống với nước sâm thì quá tuyệt. quán nở từ buổi trưa nên tối đóng cửa sớm. khoảng 8h tối ra là gần đóng cửa rồi. thường thì quán lai rai khách  nhưng nếu quá đông thì chờ hơi lâu vì chỉ có 1 bà mẹ chiên bánh  hai đứa con chạy qua chạy lại phục vụ thôi.,10
"nổi tiếng chợ hẻm ve chai đó giờ nên không bàn về chất lượng đi. quá ngon luôn á  hình như tô này 280 mà đồ ăn nhiều cực gồm chả  riêu cua  đậu hủ  rau muống  huyết  muốn lấp luôn sợi canh bún. nước lèo nêm nếm vừa ăn  chả ngon  có điều cua hơi cứng. bún riêu cũng tựa tựa như canh bún mà ăn với rau muống bào  xin thêm rau chủ quán khá ngon hết. quán khá đông đặc biệt tầm chiều tối. có thể đi từ đường võ văn tần vào cho dễ kiếm. 
phục vụ nhanh  không gian nhỏ  nóng",8
"nhóm mình tổ chức sinh nhật nên có cơ hội trải nghiệm:
thể loại: quán ăn  nhậu nhẹt  họp bạn  gia đình  thập cẩm gì chứa hết )) 
vị trí: cây trâm thời gian: sáng tới khuya không gian: đầu vào nhỏ xíu  bên trong nở hậu  có bãi giữ xe riêng. kiểu quán bình dân  ngồi ghế cao 
 thức ăn: chuyên các món về bò. tụi mình đi đông đem đồ ăn ra chưa kịp chụp là bị xử nhanh gọn lẹ do ai cũng đói. riêng món mì xào bò quá quá ngon luôn. 1 mình ăn luôn 1 dĩa. các món còn lại nêm nếm vừa ăn  cảm giác làm mồi nhậu ngon hơn. 
nhân viên: có ng này ng kia  nói chung là chiều khách. 
giá cả: bình dân  xem giá bên dưới nha bà con. 
gửi xe: miễn phí 
ngoài lề: do quán thuộc thể loại bình dân  nên bạn cân nhắc trước khi đến vì tùm lum thể loại người. 
1 quán nên ghé với chất lượng giá cả hợp lý trên khúc cây trâm này.",10
tình cờ phát hiện quán chay quá ngon   toàn món ngon lạ miệng  giá hơi cao nhưng đồ ăn chất lượng   không dầu mỡ   nước dùng thanh ngọt .nhân viên nhiệt tình . tuy nhiên quán đông mà chỗ đậu xe nhỏ . sẽ tiếp tục ủng hộ quán ❤️,10
đây là chỗ tui thích nhất trên đời 😂 quán lúc nào cũng trong tình trạng đông nghẹt vì quá ngon mà. tối còn phải mở thêm chi nhánh cách đó 3 4 căn. phục vụ cực kì nhanh gọn  đặt  cái là ra món liền. giá cả hợp lý cho 1 tô chất lượng như này. nhà cách xa ơi là xa mà lúc nào cũng bất chất nắng mưa đi ăn cho bằng được. một tô to oành ăn là lăn về luôn. nói chung không có gì đáng phàn nàn chỉ trừ quá xa nhà không là 3 bữa 1 món rồi.,10
